order_id,customer_id,product_id,order_date,quantity,unit_price,revenue,payment_method,product_name,category,cost,age,gender,city,customer_segment,signup_date,profit,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
O03908,C0208,P062,2024-02-18,4,26273,105092,UPI,Product_62,Electronics,23079,46,Female,Delhi,Premium,2024-11-18,12776,3,11,741348,5,3,2,10,Loyal Customers
O03909,C0217,P097,2024-10-24,3,55101,165303,Card,Product_97,Sports,9683,55,Female,Mumbai,Regular,2024-10-02,136254,13,14,1016033,4,5,4,13,Champions
O03910,C0004,P082,2024-02-21,5,35252,176260,Cash,Product_82,Beauty,16720,19,Male,Mumbai,Premium,2024-09-15,92660,4,11,737491,5,3,2,10,Loyal Customers
O03911,C0127,P099,2024-03-06,1,41708,41708,Net Banking,Product_99,Sports,48440,44,Female,Hyderabad,Budget,2024-01-11,-6732,22,9,1049489,3,2,4,9,Potential Loyal
O03912,C0311,P057,2024-08-23,4,8653,34612,UPI,Product_57,Electronics,47900,46,Female,Pune,Budget,2024-08-14,-156988,13,13,1238327,4,4,5,13,Champions
O03913,C0181,P076,2024-09-30,4,38981,155924,Card,Product_76,Fashion,48200,46,Female,Hyderabad,Regular,2024-06-05,-36876,34,10,975176,2,3,3,8,Potential Loyal
O03914,C0278,P089,2024-12-04,3,23933,71799,Net Banking,Product_89,Electronics,4909,21,Male,Chennai,Regular,2024-09-26,57072,27,12,1098435,3,4,4,11,Loyal Customers
O03915,C0092,P095,2024-03-18,1,47936,47936,Net Banking,Product_95,Sports,15857,32,Male,Chennai,Premium,2024-07-23,32079,17,18,1124281,4,5,4,13,Champions
O03916,C0193,P048,2024-07-15,4,35987,143948,Card,Product_48,Sports,47483,37,Female,Bangalore,Budget,2024-10-03,-45984,22,14,1154224,3,5,4,12,Loyal Customers
O03917,C0314,P046,2024-02-18,5,55357,276785,Card,Product_46,Beauty,34601,61,Female,Hyderabad,Budget,2024-06-06,103780,9,9,1280496,4,2,5,11,Loyal Customers
O03918,C0166,P058,2024-11-11,2,21188,42376,Card,Product_58,Home,26448,45,Female,Bangalore,Budget,2024-08-20,-10520,50,9,881013,2,2,3,7,Potential Loyal
O03919,C0176,P042,2024-05-19,2,40475,80950,Net Banking,Product_42,Sports,36390,21,Female,Pune,Premium,2024-02-03,8170,14,9,1003090,4,2,4,10,Loyal Customers
O03920,C0322,P082,2024-08-15,1,51069,51069,Cash,Product_82,Beauty,16720,54,Female,Hyderabad,Regular,2024-12-29,34349,50,11,1176106,2,3,4,9,Potential Loyal
O03921,C0454,P018,2024-11-07,5,57469,287345,UPI,Product_18,Home,43339,54,Male,Bangalore,Budget,2024-05-27,70650,38,10,1015697,2,3,4,9,Potential Loyal
O03922,C0228,P035,2024-11-12,4,10353,41412,Net Banking,Product_35,Fashion,44022,52,Male,Hyderabad,Premium,2024-04-30,-134676,40,6,580757,2,1,1,4,At Risk
O03923,C0217,P076,2024-08-12,3,5124,15372,Net Banking,Product_76,Fashion,48200,55,Female,Mumbai,Regular,2024-10-02,-129228,13,14,1016033,4,5,4,13,Champions
O03924,C0249,P003,2024-10-10,5,1252,6260,Net Banking,Product_3,Fashion,44697,55,Female,Chennai,Premium,2024-02-16,-217225,5,11,492744,5,3,1,9,Potential Loyal
O03925,C0158,P088,2024-10-13,4,17705,70820,Cash,Product_88,Fashion,16272,29,Female,Mumbai,Regular,2024-05-12,5732,4,10,934455,5,3,3,11,Loyal Customers
O03926,C0352,P080,2024-07-26,5,19627,98135,Cash,Product_80,Sports,28295,23,Female,Hyderabad,Regular,2024-11-25,-43340,31,9,630014,3,2,2,7,Potential Loyal
O03927,C0039,P066,2024-11-07,2,53607,107214,Cash,Product_66,Fashion,27295,26,Female,Hyderabad,Premium,2024-05-15,52624,54,6,441592,2,1,1,4,At Risk
O03928,C0058,P053,2024-05-27,4,16894,67576,Net Banking,Product_53,Beauty,27725,42,Male,Pune,Regular,2024-08-20,-43324,38,17,1315778,2,5,5,12,Loyal Customers
O03929,C0266,P081,2024-07-23,3,14517,43551,UPI,Product_81,Fashion,25356,35,Male,Chennai,Regular,2024-04-21,-32517,54,8,810552,2,2,3,7,Potential Loyal
O03930,C0195,P038,2024-01-15,5,35976,179880,Cash,Product_38,Sports,29778,45,Female,Hyderabad,Regular,2024-01-14,30990,14,6,284309,4,1,1,6,At Risk
O03931,C0149,P041,2024-11-05,1,52926,52926,Card,Product_41,Electronics,7853,52,Female,Chennai,Regular,2024-02-05,45073,49,14,844558,2,5,3,10,Loyal Customers
O03932,C0340,P082,2024-07-20,5,53835,269175,UPI,Product_82,Beauty,16720,42,Female,Hyderabad,Budget,2024-01-22,185575,35,11,1202470,2,3,4,9,Potential Loyal
O03933,C0168,P022,2024-01-17,1,55768,55768,Card,Product_22,Beauty,10967,64,Male,Bangalore,Premium,2024-10-01,44801,11,12,1029693,4,4,4,12,Loyal Customers
O03934,C0205,P018,2024-07-22,4,3561,14244,Net Banking,Product_18,Home,43339,44,Male,Mumbai,Budget,2024-07-04,-159112,8,13,974864,5,4,3,12,Loyal Customers
O03935,C0149,P071,2024-01-10,5,5011,25055,Card,Product_71,Sports,45243,52,Female,Chennai,Regular,2024-02-05,-201160,49,14,844558,2,5,3,10,Loyal Customers
O03936,C0139,P069,2024-09-23,3,24499,73497,UPI,Product_69,Beauty,29895,21,Female,Mumbai,Budget,2024-02-05,-16188,4,11,684113,5,3,2,10,Loyal Customers
O03937,C0395,P029,2024-10-03,1,37456,37456,Card,Product_29,Beauty,9253,39,Female,Delhi,Regular,2024-08-11,28203,14,11,1040126,4,3,4,11,Loyal Customers
O03938,C0448,P086,2024-09-04,1,22619,22619,Cash,Product_86,Beauty,2611,49,Female,Pune,Premium,2024-02-16,20008,6,10,917772,5,3,3,11,Loyal Customers
O03939,C0342,P070,2024-11-12,5,16529,82645,Net Banking,Product_70,Electronics,25118,50,Male,Delhi,Regular,2024-02-22,-42945,4,16,1475196,5,5,5,15,Champions
O03940,C0135,P096,2024-06-26,1,37263,37263,Net Banking,Product_96,Electronics,14738,26,Female,Mumbai,Premium,2024-05-13,22525,23,13,1134672,3,4,4,11,Loyal Customers
O03941,C0444,P031,2024-08-16,1,10789,10789,Cash,Product_31,Sports,49503,46,Male,Mumbai,Premium,2024-01-26,-38714,95,14,1159759,1,5,4,10,Loyal Customers
O03942,C0469,P002,2024-04-18,1,1041,1041,UPI,Product_2,Sports,19834,42,Male,Chennai,Premium,2024-01-17,-18793,74,9,695732,1,2,2,5,At Risk
O03943,C0348,P045,2024-12-13,4,50792,203168,Net Banking,Product_45,Home,11283,53,Female,Bangalore,Regular,2024-12-02,158036,18,7,633006,4,1,2,7,Potential Loyal
O03944,C0053,P076,2024-11-26,5,24323,121615,Card,Product_76,Fashion,48200,46,Male,Pune,Premium,2024-05-22,-119385,35,11,1321511,2,3,5,10,Loyal Customers
O03945,C0009,P046,2024-02-19,4,20187,80748,Cash,Product_46,Beauty,34601,24,Male,Pune,Premium,2024-07-02,-57656,5,17,1900940,5,5,5,15,Champions
O03946,C0393,P073,2024-08-12,2,55097,110194,Cash,Product_73,Fashion,8274,52,Female,Bangalore,Premium,2024-11-27,93646,2,15,1572961,5,5,5,15,Champions
O03947,C0222,P058,2024-09-14,5,4393,21965,Net Banking,Product_58,Home,26448,60,Male,Pune,Premium,2024-03-05,-110275,21,10,877106,3,3,3,9,Potential Loyal
O03948,C0468,P093,2024-03-01,1,43836,43836,Net Banking,Product_93,Electronics,16538,48,Male,Hyderabad,Budget,2024-11-13,27298,7,9,342622,5,2,1,8,Potential Loyal
O03949,C0083,P054,2024-02-27,1,3046,3046,Card,Product_54,Electronics,37456,27,Male,Bangalore,Budget,2024-10-09,-34410,24,13,867951,3,4,3,10,Loyal Customers
O03950,C0219,P048,2024-04-28,1,4119,4119,Cash,Product_48,Sports,47483,42,Female,Bangalore,Premium,2024-12-23,-43364,52,15,1507537,2,5,5,12,Loyal Customers
O03951,C0471,P038,2024-03-08,3,17519,52557,UPI,Product_38,Sports,29778,38,Female,Mumbai,Regular,2024-12-19,-36777,2,12,1106214,5,4,4,13,Champions
O03952,C0202,P062,2024-06-24,3,44598,133794,Net Banking,Product_62,Electronics,23079,36,Female,Hyderabad,Premium,2024-08-20,64557,28,8,417205,3,2,1,6,At Risk
O03953,C0287,P052,2024-06-03,3,11802,35406,UPI,Product_52,Sports,9147,36,Female,Hyderabad,Budget,2024-08-08,7965,32,10,1080575,3,3,4,10,Loyal Customers
O03954,C0194,P019,2024-06-14,2,8656,17312,Cash,Product_19,Fashion,45901,49,Female,Delhi,Budget,2024-01-21,-74490,5,15,921921,5,5,3,13,Champions
O03955,C0313,P077,2024-09-01,4,58163,232652,Card,Product_77,Electronics,727,40,Female,Delhi,Regular,2024-12-13,229744,13,11,1403461,4,3,5,12,Loyal Customers
O03956,C0162,P055,2024-04-02,2,13074,26148,UPI,Product_55,Beauty,37121,62,Female,Chennai,Budget,2024-09-08,-48094,20,10,760844,3,3,2,8,Potential Loyal
O03957,C0312,P002,2024-04-20,3,16460,49380,Cash,Product_2,Sports,19834,44,Female,Mumbai,Budget,2024-02-28,-10122,0,9,601766,5,2,1,8,Potential Loyal
O03958,C0226,P004,2024-06-06,3,33696,101088,Net Banking,Product_4,Sports,12001,39,Female,Chennai,Premium,2024-06-17,65085,0,10,910112,5,3,3,11,Loyal Customers
O03959,C0462,P050,2024-05-27,3,36467,109401,Cash,Product_50,Beauty,33947,43,Female,Hyderabad,Regular,2024-09-16,7560,7,9,859556,5,2,3,10,Loyal Customers
O03960,C0191,P077,2024-08-11,2,40372,80744,Cash,Product_77,Electronics,727,21,Male,Bangalore,Budget,2024-10-18,79290,8,13,1060325,5,4,4,13,Champions
O03961,C0088,P013,2024-04-25,2,36020,72040,Cash,Product_13,Beauty,15935,44,Male,Mumbai,Budget,2024-06-19,40170,1,10,829718,5,3,3,11,Loyal Customers
O03962,C0004,P063,2024-05-27,1,9990,9990,Cash,Product_63,Electronics,35965,19,Male,Mumbai,Premium,2024-09-15,-25975,4,11,737491,5,3,2,10,Loyal Customers
O03963,C0374,P045,2024-03-26,2,7660,15320,UPI,Product_45,Home,11283,36,Female,Chennai,Premium,2024-12-27,-7246,45,11,580251,2,3,1,6,At Risk
O03964,C0002,P095,2024-03-06,2,26846,53692,Card,Product_95,Sports,15857,33,Male,Mumbai,Budget,2024-02-22,21978,61,16,1455046,1,5,5,11,Loyal Customers
O03965,C0485,P012,2024-08-29,1,47997,47997,Card,Product_12,Beauty,17590,31,Male,Hyderabad,Regular,2024-10-14,30407,30,13,1255811,3,4,5,12,Loyal Customers
O03966,C0473,P100,2024-08-25,2,42504,85008,Net Banking,Product_100,Sports,21399,65,Male,Chennai,Premium,2024-09-22,42210,8,12,910747,5,4,3,12,Loyal Customers
O03967,C0081,P055,2024-11-24,3,36131,108393,Card,Product_55,Beauty,37121,65,Female,Hyderabad,Budget,2024-08-06,-2970,33,9,1147144,3,2,4,9,Potential Loyal
O03968,C0317,P045,2024-12-30,5,22036,110180,Cash,Product_45,Home,11283,34,Female,Bangalore,Premium,2024-01-04,53765,1,6,577974,5,1,1,7,Potential Loyal
O03969,C0284,P042,2024-10-26,2,12858,25716,Cash,Product_42,Sports,36390,49,Female,Delhi,Premium,2024-06-13,-47064,66,6,561887,1,1,1,3,At Risk
O03970,C0088,P088,2024-12-30,3,10171,30513,Cash,Product_88,Fashion,16272,44,Male,Mumbai,Budget,2024-06-19,-18303,1,10,829718,5,3,3,11,Loyal Customers
O03971,C0052,P052,2024-06-16,1,33922,33922,Net Banking,Product_52,Sports,9147,24,Male,Mumbai,Premium,2024-10-01,24775,41,17,1364625,2,5,5,12,Loyal Customers
O03972,C0189,P079,2024-02-04,1,30401,30401,UPI,Product_79,Sports,44638,60,Male,Pune,Premium,2024-10-05,-14237,28,10,875958,3,3,3,9,Potential Loyal
O03973,C0173,P007,2024-11-22,5,56815,284075,UPI,Product_7,Electronics,21991,53,Female,Chennai,Premium,2024-11-22,174120,29,9,1155539,3,2,4,9,Potential Loyal
O03974,C0186,P040,2024-05-12,5,7078,35390,Net Banking,Product_40,Sports,5618,56,Female,Bangalore,Premium,2024-04-28,7300,18,6,352539,4,1,1,6,At Risk
O03975,C0233,P040,2024-04-27,3,31907,95721,Cash,Product_40,Sports,5618,41,Female,Mumbai,Premium,2024-09-28,78867,27,17,1734147,3,5,5,13,Champions
O03976,C0327,P028,2024-03-13,3,51618,154854,Cash,Product_28,Fashion,14973,23,Female,Bangalore,Budget,2024-06-22,109935,60,8,946933,1,2,3,6,At Risk
O03977,C0225,P068,2024-08-24,3,8348,25044,UPI,Product_68,Beauty,25040,44,Male,Delhi,Regular,2024-05-15,-50076,13,8,595770,4,2,1,7,Potential Loyal
O03978,C0183,P075,2024-10-19,3,47027,141081,Net Banking,Product_75,Fashion,35158,31,Male,Bangalore,Budget,2024-02-11,35607,0,5,580427,5,1,1,7,Potential Loyal
O03979,C0103,P034,2024-11-04,3,56535,169605,Card,Product_34,Sports,31356,44,Female,Pune,Budget,2024-05-31,75537,35,13,1121669,2,4,4,10,Loyal Customers
O03980,C0019,P043,2024-09-18,2,33003,66006,UPI,Product_43,Sports,13748,62,Male,Chennai,Regular,2024-01-29,38510,4,15,1402324,5,5,5,15,Champions
O03981,C0114,P025,2024-04-21,1,35724,35724,Net Banking,Product_25,Electronics,45738,63,Female,Pune,Regular,2024-05-04,-10014,0,16,1548440,5,5,5,15,Champions
O03982,C0043,P009,2024-11-25,2,16705,33410,Card,Product_9,Fashion,12609,33,Male,Delhi,Regular,2024-01-11,8192,1,11,607981,5,3,1,9,Potential Loyal
O03983,C0219,P005,2024-09-16,5,32092,160460,Card,Product_5,Beauty,42359,42,Female,Bangalore,Premium,2024-12-23,-51335,52,15,1507537,2,5,5,12,Loyal Customers
O03984,C0416,P072,2024-03-30,1,24109,24109,Net Banking,Product_72,Home,9215,23,Female,Chennai,Regular,2024-12-29,14894,10,11,985682,4,3,4,11,Loyal Customers
O03985,C0279,P061,2024-05-26,2,1631,3262,Net Banking,Product_61,Beauty,3468,25,Male,Pune,Regular,2024-07-04,-3674,15,7,563225,4,1,1,6,At Risk
O03986,C0095,P041,2024-04-02,1,21542,21542,UPI,Product_41,Electronics,7853,19,Male,Bangalore,Premium,2024-10-24,13689,10,14,1434407,4,5,5,14,Champions
O03987,C0228,P089,2024-06-16,3,27777,83331,Card,Product_89,Electronics,4909,52,Male,Hyderabad,Premium,2024-04-30,68604,40,6,580757,2,1,1,4,At Risk
O03988,C0475,P042,2024-09-19,2,32629,65258,UPI,Product_42,Sports,36390,42,Female,Mumbai,Regular,2024-09-29,-7522,10,15,1502152,4,5,5,14,Champions
O03989,C0052,P066,2024-02-24,5,57588,287940,Cash,Product_66,Fashion,27295,24,Male,Mumbai,Premium,2024-10-01,151465,41,17,1364625,2,5,5,12,Loyal Customers
O03990,C0218,P088,2024-05-29,4,13320,53280,Cash,Product_88,Fashion,16272,48,Female,Bangalore,Budget,2024-10-05,-11808,40,12,1398523,2,4,5,11,Loyal Customers
O03991,C0446,P049,2024-09-02,4,6742,26968,Net Banking,Product_49,Electronics,32535,28,Female,Hyderabad,Budget,2024-06-09,-103172,2,5,308945,5,1,1,7,Potential Loyal
O03992,C0381,P049,2024-07-22,2,39829,79658,UPI,Product_49,Electronics,32535,33,Male,Bangalore,Regular,2024-01-01,14588,51,7,611598,2,1,2,5,At Risk
O03993,C0159,P029,2024-07-21,2,54322,108644,Card,Product_29,Beauty,9253,39,Female,Hyderabad,Budget,2024-05-21,90138,15,9,841356,4,2,3,9,Potential Loyal
O03994,C0301,P078,2024-07-11,5,17839,89195,Net Banking,Product_78,Beauty,20053,32,Female,Hyderabad,Budget,2024-11-10,-11070,36,12,1180031,2,4,4,10,Loyal Customers
O03995,C0135,P044,2024-10-27,1,40950,40950,UPI,Product_44,Fashion,35670,26,Female,Mumbai,Premium,2024-05-13,5280,23,13,1134672,3,4,4,11,Loyal Customers
O03996,C0354,P005,2024-09-29,1,4160,4160,Cash,Product_5,Beauty,42359,51,Male,Chennai,Budget,2024-08-04,-38199,1,11,706815,5,3,2,10,Loyal Customers
O03997,C0246,P030,2024-09-29,5,2111,10555,Card,Product_30,Beauty,10539,40,Male,Chennai,Premium,2024-11-13,-42140,17,20,2230764,4,5,5,14,Champions
O03998,C0427,P088,2024-02-18,3,11729,35187,UPI,Product_88,Fashion,16272,21,Male,Hyderabad,Premium,2024-06-04,-13629,62,11,1138292,1,3,4,8,Potential Loyal
O03999,C0277,P077,2024-09-24,4,44487,177948,Cash,Product_77,Electronics,727,55,Female,Delhi,Premium,2024-05-15,175040,72,11,1027704,1,3,4,8,Potential Loyal
O04000,C0464,P037,2024-05-30,2,43634,87268,Net Banking,Product_37,Sports,5865,48,Male,Bangalore,Regular,2024-12-10,75538,53,11,1027547,2,3,4,9,Potential Loyal
O04001,C0142,P095,2024-09-21,5,51887,259435,Cash,Product_95,Sports,15857,60,Male,Hyderabad,Premium,2024-08-26,180150,82,7,672261,1,1,2,4,At Risk
O04002,C0318,P097,2024-08-22,5,48460,242300,Cash,Product_97,Sports,9683,49,Female,Mumbai,Premium,2024-07-13,193885,51,12,1543948,2,4,5,11,Loyal Customers
O04003,C0225,P022,2024-07-08,5,58464,292320,Net Banking,Product_22,Beauty,10967,44,Male,Delhi,Regular,2024-05-15,237485,13,8,595770,4,2,1,7,Potential Loyal
O04004,C0169,P082,2024-09-23,5,23841,119205,Card,Product_82,Beauty,16720,62,Male,Mumbai,Premium,2024-09-04,35605,2,8,751990,5,2,2,9,Potential Loyal
O04005,C0485,P067,2024-10-30,1,56219,56219,UPI,Product_67,Beauty,9375,31,Male,Hyderabad,Regular,2024-10-14,46844,30,13,1255811,3,4,5,12,Loyal Customers
O04006,C0092,P019,2024-10-25,1,29908,29908,Net Banking,Product_19,Fashion,45901,32,Male,Chennai,Premium,2024-07-23,-15993,17,18,1124281,4,5,4,13,Champions
O04007,C0375,P069,2024-12-05,5,44275,221375,UPI,Product_69,Beauty,29895,48,Female,Hyderabad,Premium,2024-02-10,71900,26,13,1224470,3,4,5,12,Loyal Customers
O04008,C0420,P018,2024-10-03,3,35656,106968,Card,Product_18,Home,43339,19,Female,Hyderabad,Budget,2024-07-07,-23049,15,7,977265,4,1,4,9,Potential Loyal
O04009,C0328,P078,2024-02-11,4,59898,239592,Net Banking,Product_78,Beauty,20053,32,Female,Mumbai,Premium,2024-09-18,159380,30,11,1004552,3,3,4,10,Loyal Customers
O04010,C0008,P043,2024-06-02,5,35676,178380,Cash,Product_43,Sports,13748,39,Female,Mumbai,Premium,2024-06-21,109640,27,14,1245311,3,5,5,13,Champions
O04011,C0474,P043,2024-05-16,1,52767,52767,Card,Product_43,Sports,13748,31,Female,Chennai,Regular,2024-09-26,39019,14,15,1404592,4,5,5,14,Champions
O04012,C0218,P064,2024-07-19,2,35280,70560,UPI,Product_64,Beauty,5023,48,Female,Bangalore,Budget,2024-10-05,60514,40,12,1398523,2,4,5,11,Loyal Customers
O04013,C0043,P024,2024-01-16,2,42824,85648,Card,Product_24,Home,46608,33,Male,Delhi,Regular,2024-01-11,-7568,1,11,607981,5,3,1,9,Potential Loyal
O04014,C0271,P065,2024-08-10,3,50282,150846,UPI,Product_65,Home,2579,58,Male,Delhi,Regular,2024-05-04,143109,7,11,1302795,5,3,5,13,Champions
O04015,C0397,P011,2024-11-08,5,17106,85530,Net Banking,Product_11,Electronics,16756,49,Female,Bangalore,Budget,2024-05-16,1750,53,8,921911,2,2,3,7,Potential Loyal
O04016,C0428,P069,2024-06-21,1,19029,19029,UPI,Product_69,Beauty,29895,28,Male,Bangalore,Budget,2024-04-25,-10866,18,16,1409309,4,5,5,14,Champions
O04017,C0455,P003,2024-10-20,5,44036,220180,Card,Product_3,Fashion,44697,22,Female,Hyderabad,Regular,2024-10-08,-3305,10,10,720365,4,3,2,9,Potential Loyal
O04018,C0427,P014,2024-10-22,4,31671,126684,UPI,Product_14,Home,49898,21,Male,Hyderabad,Premium,2024-06-04,-72908,62,11,1138292,1,3,4,8,Potential Loyal
O04019,C0190,P041,2024-08-05,2,37718,75436,Net Banking,Product_41,Electronics,7853,32,Male,Bangalore,Premium,2024-02-06,59730,3,13,822819,5,4,3,12,Loyal Customers
O04020,C0300,P027,2024-07-10,2,54943,109886,UPI,Product_27,Sports,24587,53,Female,Delhi,Regular,2024-10-20,60712,13,16,1409744,4,5,5,14,Champions
O04021,C0322,P085,2024-09-15,3,49792,149376,UPI,Product_85,Electronics,48015,54,Female,Hyderabad,Regular,2024-12-29,5331,50,11,1176106,2,3,4,9,Potential Loyal
O04022,C0387,P093,2024-01-07,4,50086,200344,Cash,Product_93,Electronics,16538,58,Male,Hyderabad,Budget,2024-06-19,134192,4,7,845131,5,1,3,9,Potential Loyal
O04023,C0100,P017,2024-03-03,4,2309,9236,UPI,Product_17,Home,1249,61,Male,Bangalore,Regular,2024-02-05,4240,34,10,1000498,2,3,4,9,Potential Loyal
O04024,C0295,P031,2024-01-06,5,6231,31155,Card,Product_31,Sports,49503,26,Male,Hyderabad,Budget,2024-10-14,-216360,91,11,911331,1,3,3,7,Potential Loyal
O04025,C0491,P069,2024-10-20,2,56891,113782,Net Banking,Product_69,Beauty,29895,44,Female,Pune,Budget,2024-04-12,53992,72,15,1358011,1,5,5,11,Loyal Customers
O04026,C0158,P018,2024-03-03,3,23908,71724,Card,Product_18,Home,43339,29,Female,Mumbai,Regular,2024-05-12,-58293,4,10,934455,5,3,3,11,Loyal Customers
O04027,C0371,P055,2024-01-31,1,38615,38615,Cash,Product_55,Beauty,37121,43,Female,Mumbai,Regular,2024-02-11,1494,0,9,710492,5,2,2,9,Potential Loyal
O04028,C0424,P069,2024-09-14,1,57071,57071,UPI,Product_69,Beauty,29895,26,Female,Chennai,Premium,2024-08-18,27176,108,5,331171,1,1,1,3,At Risk
O04029,C0022,P037,2024-03-10,3,4997,14991,Cash,Product_37,Sports,5865,31,Female,Pune,Budget,2024-08-22,-2604,0,19,1078497,5,5,4,14,Champions
O04030,C0109,P092,2024-07-24,4,14538,58152,UPI,Product_92,Electronics,44541,60,Male,Bangalore,Budget,2024-12-05,-120012,35,11,864734,2,3,3,8,Potential Loyal
O04031,C0464,P044,2024-04-15,5,33518,167590,Net Banking,Product_44,Fashion,35670,48,Male,Bangalore,Regular,2024-12-10,-10760,53,11,1027547,2,3,4,9,Potential Loyal
O04032,C0388,P052,2024-02-10,2,29827,59654,Card,Product_52,Sports,9147,26,Male,Bangalore,Budget,2024-06-22,41360,40,16,1061392,2,5,4,11,Loyal Customers
O04033,C0354,P045,2024-11-02,5,48226,241130,Net Banking,Product_45,Home,11283,51,Male,Chennai,Budget,2024-08-04,184715,1,11,706815,5,3,2,10,Loyal Customers
O04034,C0291,P032,2024-05-03,2,24149,48298,UPI,Product_32,Beauty,24985,64,Male,Bangalore,Regular,2024-06-09,-1672,35,13,839575,2,4,3,9,Potential Loyal
O04035,C0361,P001,2024-06-13,3,36687,110061,Net Banking,Product_1,Home,1423,44,Female,Chennai,Budget,2024-05-01,105792,24,12,1256589,3,4,5,12,Loyal Customers
O04036,C0047,P047,2024-12-06,3,30514,91542,Card,Product_47,Fashion,8117,60,Female,Mumbai,Budget,2024-03-08,67191,25,16,1583364,3,5,5,13,Champions
O04037,C0045,P084,2024-07-16,3,57411,172233,Net Banking,Product_84,Fashion,18564,22,Male,Mumbai,Premium,2024-01-17,116541,23,8,429962,3,2,1,6,At Risk
O04038,C0123,P075,2024-04-05,4,38230,152920,Cash,Product_75,Fashion,35158,35,Female,Bangalore,Budget,2024-02-11,12288,29,6,769432,3,1,2,6,At Risk
O04039,C0178,P015,2024-05-28,1,25892,25892,Card,Product_15,Home,22102,61,Male,Mumbai,Premium,2024-10-15,3790,25,8,743758,3,2,2,7,Potential Loyal
O04040,C0202,P087,2024-12-03,5,3791,18955,Card,Product_87,Electronics,40799,36,Female,Hyderabad,Premium,2024-08-20,-185040,28,8,417205,3,2,1,6,At Risk
O04041,C0430,P066,2024-09-05,2,31902,63804,Card,Product_66,Fashion,27295,58,Female,Mumbai,Budget,2024-06-04,9214,117,7,373673,1,1,1,3,At Risk
O04042,C0234,P004,2024-10-31,2,36697,73394,Net Banking,Product_4,Sports,12001,44,Male,Mumbai,Premium,2024-02-10,49392,61,2,251804,1,1,1,3,At Risk
O04043,C0393,P084,2024-01-03,4,27860,111440,Cash,Product_84,Fashion,18564,52,Female,Bangalore,Premium,2024-11-27,37184,2,15,1572961,5,5,5,15,Champions
O04044,C0469,P032,2024-09-23,3,12605,37815,UPI,Product_32,Beauty,24985,42,Male,Chennai,Premium,2024-01-17,-37140,74,9,695732,1,2,2,5,At Risk
O04045,C0194,P033,2024-12-26,3,5501,16503,Net Banking,Product_33,Sports,46502,49,Female,Delhi,Budget,2024-01-21,-123003,5,15,921921,5,5,3,13,Champions
O04046,C0040,P005,2024-12-22,1,41858,41858,Net Banking,Product_5,Beauty,42359,51,Female,Mumbai,Budget,2024-12-19,-501,5,11,1114971,5,3,4,12,Loyal Customers
O04047,C0491,P042,2024-10-01,2,22938,45876,Cash,Product_42,Sports,36390,44,Female,Pune,Budget,2024-04-12,-26904,72,15,1358011,1,5,5,11,Loyal Customers
O04048,C0210,P034,2024-03-04,1,25464,25464,UPI,Product_34,Sports,31356,53,Male,Hyderabad,Regular,2024-02-17,-5892,2,10,374653,5,3,1,9,Potential Loyal
O04049,C0097,P086,2024-01-01,5,36839,184195,Card,Product_86,Beauty,2611,40,Female,Pune,Budget,2024-09-18,171140,42,12,992977,2,4,4,10,Loyal Customers
O04050,C0252,P028,2024-03-14,1,18305,18305,Net Banking,Product_28,Fashion,14973,50,Female,Mumbai,Regular,2024-09-03,3332,34,14,1530247,2,5,5,12,Loyal Customers
O04051,C0215,P027,2024-09-17,4,9802,39208,UPI,Product_27,Sports,24587,30,Male,Delhi,Regular,2024-07-31,-59140,1,18,1794341,5,5,5,15,Champions
O04052,C0135,P082,2024-05-18,3,45330,135990,Net Banking,Product_82,Beauty,16720,26,Female,Mumbai,Premium,2024-05-13,85830,23,13,1134672,3,4,4,11,Loyal Customers
O04053,C0060,P068,2024-10-30,5,16067,80335,Cash,Product_68,Beauty,25040,60,Female,Mumbai,Premium,2024-05-31,-44865,1,7,500180,5,1,1,7,Potential Loyal
O04054,C0407,P028,2024-07-29,1,38705,38705,UPI,Product_28,Fashion,14973,59,Female,Bangalore,Regular,2024-10-17,23732,28,6,380753,3,1,1,5,At Risk
O04055,C0215,P064,2024-12-21,4,18047,72188,UPI,Product_64,Beauty,5023,30,Male,Delhi,Regular,2024-07-31,52096,1,18,1794341,5,5,5,15,Champions
O04056,C0292,P023,2024-10-01,2,34138,68276,Cash,Product_23,Sports,45462,60,Female,Bangalore,Premium,2024-12-17,-22648,30,11,1127888,3,3,4,10,Loyal Customers
O04057,C0481,P079,2024-05-18,5,30775,153875,Cash,Product_79,Sports,44638,53,Female,Bangalore,Premium,2024-10-20,-69315,39,9,740761,2,2,2,6,At Risk
O04058,C0387,P045,2024-12-27,1,57077,57077,Card,Product_45,Home,11283,58,Male,Hyderabad,Budget,2024-06-19,45794,4,7,845131,5,1,3,9,Potential Loyal
O04059,C0426,P099,2024-08-20,3,36234,108702,Card,Product_99,Sports,48440,55,Male,Mumbai,Regular,2024-09-14,-36618,44,6,778818,2,1,2,5,At Risk
O04060,C0434,P063,2024-05-16,1,30721,30721,Card,Product_63,Electronics,35965,23,Male,Chennai,Budget,2024-05-15,-5244,8,12,1172388,5,4,4,13,Champions
O04061,C0011,P083,2024-10-10,4,53824,215296,UPI,Product_83,Fashion,23185,52,Male,Pune,Premium,2024-10-09,122556,16,16,1855656,4,5,5,14,Champions
